date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:30:58	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:58%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?menuNo=105&searchCnncSeCode=CLASS	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsListfeaa.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:58	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:58%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?menuNo=106&searchCnncSeCode=CLASS	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsList7245.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:58	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:58%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchCnncSeCode=CLASS&menuNo=90&searchUpperCategory=UPPER_CTGRY2500	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsListd97e.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:58	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:58%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?menuNo=90&searchCnncSeCode=CLASS	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsListb323.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:59	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:59%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?menuNo=89&searchCnncSeCode=CLASS	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsList3c1b.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:59	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:59%20GMT	https://class.foxconnect.kr/fox/cls/clsList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?menuNo=88&searchCnncSeCode=CLASS	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/fox/cls/clsListe35c.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:30:59	128/128	---M--	500	error ('500')	text/html	date:Fri,%2024%20Apr%202026%2005:30:59%20GMT	https://class.foxconnect.kr/board/boardList.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC?searchCnncSeCode=CLASS&bbsId=BBSMSTR_000000NOTICE&menuNo=6	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/board/boardList87a6.do;jsessionid=3F94255D69032FB3E536DFFF1763E2BC	(from https://class.foxconnect.kr/index.do)
14:31:00	49817/49817	---M-Z	200	added ('200')	text/html	date:Fri,%2024%20Apr%202026%2005:31:00%20GMT	https://class.foxconnect.kr/board/boardList.do?bbsId=BBSMSTR_000000NOTICE&menuNo=8	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/board/boardListbc8b.html	(from https://class.foxconnect.kr/index.do)
14:31:01	49073/49073	---M-Z	200	added ('200')	text/html	date:Fri,%2024%20Apr%202026%2005:31:01%20GMT	https://class.foxconnect.kr/board/boardList.do?bbsId=BBSMSTR_000000000000&menuNo=7	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/board/boardList41ab.html	(from https://class.foxconnect.kr/index.do)
14:31:01	48810/48810	---M-Z	200	added ('200')	text/html	date:Fri,%2024%20Apr%202026%2005:31:01%20GMT	https://class.foxconnect.kr/qainfo/qainfoList.do?menuNo=9	C:/Users/gihwan/Downloads/test123/class.foxconnect.kr/qainfo/qainfoList1833.html	(from https://class.foxconnect.kr/index.do)
